v,re,s,ra,c_d
1.0,0.4,2.8,1.6,0.5834624502093747
1.0,0.4,2.8,1.8,0.6605567501684966
1.0,0.4,2.8,2.0,0.7341630348977358
1.0,0.4,3.0,0.2,0.04106875480229515
1.0,0.4,3.0,0.4,0.08360887932255448
1.0,0.4,3.0,0.6,0.17334290790852547
1.0,0.4,3.0,0.8,0.2625419633431245
1.0,0.4,3.0,1.0,0.3515812205943418
1.0,0.4,3.0,1.2,0.43983018998642687
1.0,0.4,3.0,1.4,0.5243896581691746
1.0,0.4,3.0,1.6,0.6049899322380141
1.0,0.4,3.0,1.8,0.6830931685403164
1.0,0.4,3.0,2.0,0.7603098593697204
